"CreatedById","CreatedDate","Id","IsDeleted","LastModifiedById","LastModifiedDate","LastReferencedDate","LastViewedDate","Name","OwnerId","SystemModstamp","reismobj__APIItemGroup__c","reismobj__APIItem__c","reismobj__AccountDetailField__c","reismobj__AccountField__c","reismobj__CatalogItemDetailField__c","reismobj__CatalogItemField__c","reismobj__ContactField__c","reismobj__DistributionPriceField__c","reismobj__FixedValue__c","reismobj__OrderDetailField__c","reismobj__OrderField__c","reismobj__OrderItemDetailField__c","reismobj__OrderItemField__c","reismobj__TargetEC__c"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTiqYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_product_name_with_tax","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","product_name_with_tax","","","","","","","","","ecf_product_name_with_tax__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTirYAH","false","005d5000004TiwDAAS","2026-03-16T13:16:31.000Z","","","Order_ip","005d5000004TiwDAAS","2026-03-16T13:16:31.000Z","Order","ip","","ecf_ip__c","","","","","","","ecf_ip__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTisYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_device_variant","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","device_variant","","","","","","","","","ecf_device_variant__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTitYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_shipping_carrier_code","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","shipping_carrier_code","","","","","","","","","ecf_shipping_carrier_code__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTiuYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_human_offer_name","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","human_offer_name","","","","","","","","","ecf_human_offer_name__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTivYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_url_id","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","url_id","","","","","","","","","ecf_url_id__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTiwYAH","false","005d5000004TiwDAAS","2026-03-16T13:19:26.000Z","","","Order_url","005d5000004TiwDAAS","2026-03-16T13:19:26.000Z","Order","url","","ecf_url__c","","","","","","","ecf_url__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTixYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_url_group","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","url_group","","","","","","","","","ecf_url_group__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTiyYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_advertiser","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","advertiser","","","","","","","","","ecf_advertiser__c","","","ecforce"
"005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","a08RB00001EVTizYAH","false","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","","","Order_payment_access_id","005d5000004TiwDAAS","2026-02-19T12:13:16.000Z","Order","payment_access_id","","","","","","","","","ecf_payment_access_id__c","","","ecforce"
